Tweet,Sentiment,Confidence
Tesla AI Day 2022 is tomorrow! $TSLA,POSITIVE,0.9183605909347534
"Tesla should troll everyone at AI Day 2 by putting a humanoid robot in a Cybertruck, having it grip the yoke and turning on FSD beta to give people joyrides around the block.

Nothing could possible go wrong.

$TSLA",NEGATIVE,0.9212040901184082
"I still read all the comments. Hater ratio has been steadily declining over time. Makes me sad, I love them!

$TSLA",POSITIVE,0.5392424464225769
"Where have all my haters gone??

:(

$TSLA",NEGATIVE,0.9973279237747192
"""With Hardware 4 we will have a next generation camera. 

But I have to say, we have not reached the limit of the current cameras. I'm confident we can get Full Self-Driving safer than a human with the existing cars and the existing cameras"" —  $TSLA",NEGATIVE,0.9690871238708496
"Predicted reactions to Tesla's AI Day 2:

Media &amp; Analysts:
- ""Disappointing""
- ""A distraction""

The masses:
- ""Can I fk it?""

TSLAQ:
- ""Stock pump, Elon's a fraud also I'm a virgin &amp; hate myself""

AI/Robotics experts:


$TSLA retail investors:


Seem fair?",NEGATIVE,0.9994860887527466
"Can't wAIt for AI Day 2.



$TSLA",NEGATIVE,0.9634863138198853
"""The auto labeling is an extremely important part of this whole situation. Without the auto labeling, I think we would not be able to solve the self-driving problem""
—  $TSLA",NEGATIVE,0.9987479448318481
"Next year the city streets are going to be very interesting. 
Please tell me that the key fob resembles the cyber whistle 
 $TSLA",POSITIVE,0.9925301671028137
Tesla Full Self-Driving Beta is trained on data from over 50 countries $TSLA,NEGATIVE,0.9025905728340149
"“The code you will write will at term run in millions of humanoid robots across the world, and will therefore be held to high quality standards” — Tesla Job Posting $TSLA",POSITIVE,0.9875313639640808
FSD SAVES LIVES. $TSLA,POSITIVE,0.9676409363746643
"""If you say, 'OK, who is Tesla hurting the most?,' putting aside the newcomers, it's the European brands. Around 7% of buyers who defect from Mercedes-Benz, Audi, BMW and Porsche go to Tesla next”

— Tom Libby, S&amp;P Global Mobility  $TSLA",NEGATIVE,0.9881379008293152
He's not an engineer. At all.,NEGATIVE,0.9995927214622498
"“When it comes to brand loyalty, a recent study shows mainstream brand Ford and luxury brand Tesla are the most successful” — Auto News $TSLA $F",POSITIVE,0.9029792547225952
"Demand for Model Y still clearly off the chart in the US.

- Up to 7 month wait time for LR Y.
- Up to 1 month wait time for Per Y...for justttt an extra $4k more.

Who wants to wait 7 months? More ppl will buy P. This is strategy. $TSLA can get away with this bc demand &gt; supply.",NEGATIVE,0.9981684684753418
"I continue to be shocked at the complete lack of attention on FX headwinds to $TSLA Q3 earnings. Yuan is now at 7.20, where it hasn’t been since ‘08. That represents a 10% reduction in revenue and 30% reduction in gross margin (to sub 20%) for China cars in Q3!! $TSLA $TSLAQ",NEGATIVE,0.9980140924453735
"Detailed watchlist for tomorrow!

If you're not prepping a detailed list of ideas for tomorrow with key levels and setups then you don't like money!

Let's shred tomorrow

$SPY $DIS $CHPT $MS $CHWY $NVDA $AAPL $AMD $TSLA",NEGATIVE,0.9918932914733887
Predictions: $TSLA would report a record breaking quarter 355-365k for Q3 and break the resistance at $313. Some who sold all his shares will come out to apologies to the community again.,NEGATIVE,0.9427793025970459
"new HyperChange special on $TSLA becoming the world's largest company via robots and self driving cars   

full episode on YT",POSITIVE,0.8958979845046997
"Another thing bears get wrong by viewing $TSLA through a legacy lens: 

Fleet sales, in $TSLA's case, are not bad!

""like Hertz, the company is not getting any discount from Tesla for its large order.""

- No discounts
- Free mass awareness generation",NEGATIVE,0.9585086703300476
"Watchlist for 9/29/22

 $SPY 
Calls Over 372.6/373.5
Puts Under 368
 $TSLA
Calls Over 289
Puts Under 284
 $GOOG
Calls Over 101.50
Puts Under 100
 $META
Calls over 143

 TURN NOTIS ON!! BE READY 

LETS BANK + LEARN",NEGATIVE,0.9988275170326233
"Since my power might go out tonight, I’m posting tomorrow’s $TSLA video today:

EV Market Share: What is it, and why should investors ignore it?",NEGATIVE,0.9973011612892151
"Trade plan for Thursday 

$SPX if it holds 3721 we should see a move to 3750-3780. Calls can work above 3721. If SPX fails at 3645 I'd consider puts

$TSLA setting up for 296-300 if it holds above 285. Calls can work above 285

$MSFT possible to see 250 if it breaks above 241",NEGATIVE,0.9973849654197693
"What would I do as a new trader to become successful?

- Study 1 Setup ONLY
- Trade the same stocks daily $TSLA, $AAPL, $SPX
- Execute the same entry and exit signals EVERYTIME
- Journal trades daily, identify strengths &amp; weaknesses

Doing this will save you years of failure.",NEGATIVE,0.9995145797729492
"$AAPL and $TSLA have seen big inflows from retail amid the broader market downturn, according to Vanda Research data released Wed.

The two stocks recorded the largest net retail purchases in the five trading days ended Tuesday, Vanda found.

Apple: +$477.55 M
Tesla: +$405.87 M",NEGATIVE,0.9234148263931274
"FYI: ILLINOIS RUNNING A $4,000 EV rebate on new and used EVs purchased in Q3 and restarting the same program Nov 1st to Jan 31 2023…  Income/MSRP requirements like IRA… ⁦⁩ ⁦⁩ ⁦⁩  $TSLA",NEGATIVE,0.9953070282936096
"I’m doing a road trip this weekend so I’ll have more complete thoughts after a few hundred more miles on 10.69, but so far I really like the progress I’m seeing with this version. Great job  team!",POSITIVE,0.9997040629386902
"$TSLA
Keep an eye on this setup over the next few weeks

Whichever way it breaks, I have a feeling it's going to be a big mover

Thin volume gaps above breakout spot and below trend line",NEGATIVE,0.9996376037597656
"and  just wanted to check with you guys if the Cyber Truck design is actually safe. 

PS: I do like the design just wanted to ask if it's safe.",POSITIVE,0.9615001678466797
I’m sure it will be fine.  $TSLA ‘s EV business has tremendous momentum.,POSITIVE,0.9998193383216858
New coverage on Tesla w/ a BUY rating price target of $333.33. $TSLA,NEGATIVE,0.9890779852867126
Great…..another friend of Elon’s on the $TSLA Board.,POSITIVE,0.9998165965080261
NEWS: Truist Securities analyst Jordan Levy assumed coverage on $TSLA with a Buy rating and a price target of $333.33.,NEGATIVE,0.9922115802764893
"I know nothing about the Airbnb co-founder except that today he joined the board of a company run by a pathological liar, signed contract breaker, and admitted securities fraudster, and that's enough to inform me that said Airbnb guy is an amoral scumbag.

$TSLA",NEGATIVE,0.9981350898742676
editing a new   $TSLA video,NEGATIVE,0.9962961077690125
"BREAKING:  has announced that Joe Gebbia, Co-founder of Airbnb, has joined the board, effective as of Sept 25, 2022.",POSITIVE,0.9969876408576965
Joe Gebbia has joined the $TSLA Board.,POSITIVE,0.9952491521835327
Santa Monica will now require owners of new multi family housing or apartments buildings have plenty of EV charging abilities! This is a huge positive for EV adoption as many live in apartments and cant charge at home.   $TSLA,POSITIVE,0.998860239982605
"$TSLA $3.5 -&gt; $7 here 

Trim light, swing strong.",POSITIVE,0.9955286383628845
About to take delivery of a Tesla Model Y . One more for Q3. $TSLA,NEGATIVE,0.9865217804908752
"I'm ready for Elon to settle w/ Twitter at a lower price and use the extra $ billions to load up on $TSLA.

The retail investor community has been through a lot bc of this and I know Elon will reward the ones that held.",POSITIVE,0.9986574649810791
Every trading floor trying to figure out if other central banks will follow BOE’s lead and reverse tightening temporarily to stabilize conditions in bond markets after recent carnage. I haven’t seen moves in 10yr sovereign bond yields like this in a long time. $tsla,NEGATIVE,0.9959749579429626
Watch the Model 3 kill another sports car in Korea!  $TSLA,NEGATIVE,0.9995957016944885
"Off this  uptick today,

$AAPL -1.8%
$TSLA + 0.9%
$MSFT +1.85%

But,
$AMC +3.02%

There is alpha. Maintain perspective.
$AMC $APE",NEGATIVE,0.9901232123374939
I’M READY FOR TESLA AI DAY + Q3 PRODUCTION &amp; DELIVERY NUMBERS. $TSLA,NEGATIVE,0.9899492263793945
Not owning and not holding $TSLA may potentially lead to a lifetime of regret and depression.,NEGATIVE,0.9996922016143799
"2/ Elon can’t sell more $TSLA shares if needed to fund $TWTR purchase until after TSLA trading window re-opens post earnings.  Given timing of TWTR trial (10/17-10/21), TSLA earnings may be announced the week of Mon 10/24 or Wed 10/26 rather than Wed 10/19.",NEGATIVE,0.9980875849723816
"Hertz and other rental car companies taking fleet deliveries at full price at qtr-end may be an ace-in-the-hole for $TSLA to hit 3Q delivs expectations (360K Est, WS 357K). Up to now HTZ and other rental companies couldn’t get enough TSLAs to meet demand.",NEGATIVE,0.9968897700309753
"Ron Baron: “We see so much potential, we don’t want to sell. Of all the companies I cover and [those] analysts come pitch to me, the company I feel the most confidence in is Tesla.” $TSLA",POSITIVE,0.9849063754081726
Tesla $TSLA just announced a Supercharger price hike in California - Electrek,NEGATIVE,0.9891669750213623
"Put yourself in Elon’s shoes.

You’re about to unveil the most important product that Tesla has ever created &amp; the world has ever seen.

This product also needs to attract the best talent in the world to make it into a reality.

You think the Optimus is just going to walk?

$TSLA",NEGATIVE,0.885084331035614
"$TSLA production &amp; delivery numbers this weekend, AI day Friday",NEGATIVE,0.9875484704971313
"For everyone asking about my position right now in $TSLA, I have 10,000 avg at $292ish. A little ways to go but I'm still profitable the past few weeks in the stock.",POSITIVE,0.6770591735839844
Becoming a multi-millionaire isn’t for the weak. $TSLA,NEGATIVE,0.9225179553031921
Tesla Service is super underrated. The separation it's going to create in the next 1-3 years vs competitors is going to be greater than Tesla's supercharger network. It'll become Tesla's best-seller for consumer adoption IMO $TSLA,POSITIVE,0.9933423399925232
"How about you see the glass for what it is for $TSLA?  Given the current low level of institutional investors in TSLA, next good news (bot, Q3 deliveries and financials, credit rating upgrade) will set TSLA apart. Cheers",POSITIVE,0.9974240064620972
"This morning I followed up with the full story for the Inside Sales and Resolutions teams.  

My goal through this process is to be as transparent as possible –  makes some of the best cars on the road but they need to treat customers better",NEGATIVE,0.9284383058547974
The  Model X's anti-capsizing technology is safety engineering at its best,POSITIVE,0.994297444820404
Special shout out to Ashley for fighting through the bear market and OVER delivering from the  team. Here’s some special footage of  on the giant 800 thousand dollar monument they are delivering to  directly at .,NEGATIVE,0.9839867353439331
"NEWS: The  Model 3 RWD is the most efficient electric vehicle on the Department of Energy's highest MPGe list for model year 2022 electric vehicles.

Ranking:
• Model 3: 
• Model Y: 
• Model S: 
• Model X:",POSITIVE,0.9992226362228394
"Instit investors selling $AAPL today (-3.4%) more likely to put money into $GOOG (+1.3%) or $MSFT (+1.0%) than $TSLA (flat). Key man risk, non-recurring rev stream, free cash flow strategy in question, high beta.",NEGATIVE,0.9984480142593384
We’ve got e-boats. E-motorcycles and now an E plane. It’s just a matter of time… $frza $tsla $hog,NEGATIVE,0.9985966086387634
Amazingly cool! The first e-plane takes flight!    $tsla,POSITIVE,0.9997512698173523
"“Skip the rhetoric and go to the meat,"" Chancellor McCormick said at one point yesterday to Elon’s legal team, which was rejecting Twitter's accusation that Musk hadn't sufficiently produced electronic messages. Classic. $twtr $tsla",NEGATIVE,0.9982602000236511
"AI Day 2 will reportedly feature three $TSLA AI achievements: 1/ Optimus (humanoid bot) prototype; 2/ FSD update; and 3/ Dojo. Like AI Day 1, the event will likely be live-streamed on TSLA’s YouTube site. The presentation starts at 5pm PT Friday.",NEGATIVE,0.9778539538383484
"$TSLA has back-to-back catalysts coming: AI Day 2 on Friday night and 3Q vols on Sunday. While I don’t want to hype AI Day 2 given odds of letdown, expectations are not elevated. On 3Q vols, my confidence has increased that higher US demand offsets weak China # (360K vs 357K WS).",NEGATIVE,0.9915004968643188
"Who is worse? The liar, or the abettor? Today, the abettor gets my vote. The latest from Adam Jonas re $TSLA (a paragraph ever so rich with many fantasies):",NEGATIVE,0.8900542259216309
"Recent China data point was reassuring and gives me confidence in my belief that $TSLA Q3 deliveries should come in somewhat in-line with analyst expectatkon, between 355k-360k.

Financials, however, will be muxh better than expectations bc $TSLA will beat on gross margin.",POSITIVE,0.9784366488456726
"The holy trinity of tech momentum : $aapl $tsla $msft all down .. 

$aapl down 4%.",NEGATIVE,0.9997852444648743
"Buffett lost $30B in $AAPL in 6 weeks

SELL EVERYTHING, BUY $TSLA",NEGATIVE,0.998654842376709
All CNBC has to say is $TSLA and Twitter and the stock starts to drop. So tired of that overhang. It's worse than the overhang stock had with Bitcoin.,NEGATIVE,0.9998049139976501
"Most people have the intelligence to make $, but a majority don’t have the stomach. $TSLA",NEGATIVE,0.9961028099060059
"$NFLX bad news -30%
$ADBE bad news -30%
$META bad news -30%

Your stocks bad news -70%

$AAPL bad news -3%

$TSLA bad news +3%",NEGATIVE,0.999647855758667
"So, you heard the $TSLA delivery news out of China from Troy Teslike. You’ve seen Gary Black’s take. You’ve seen histrionics from the haters, short sellers, &amp; $TSLAQ trolls.

But what’s the financial impact?

Who's Hatin' Hard on Tesla Today? Episode 11:",NEGATIVE,0.9808428883552551
"$TSLA One year ago, no one was talking about , except for Elon &amp; a few engineers. Soon, billions will be talking about it.",POSITIVE,0.9903945326805115
"Shame on you , going from over 16M shares of $TSLA to under 4M.

To buy shitcos like $ZM??",NEGATIVE,0.9996035695075989
"Now that BOE stepped up to the plate to ease the pain, the U.S. needs to do the same. Once we get any indication that the Fed could pivot like BOE did this morning, we'll get that 1,000-2,000 point surge higher. This is where most miss out on buying the ""bottom."" $TSLA",NEGATIVE,0.9959651231765747
BOE buying bonds just helped move things around. $TSLA still struggling to find some footing as is most tech in PM.,NEGATIVE,0.9915186762809753
"It is very cool is how  continues to embrace technology and utilize digital wallets.  No paper, much more secure, and super convenient!  There are many that hoped for an invite that didn't get one. I am humbled to be included. Thank you for the invite",POSITIVE,0.9996892213821411
"$TSLA -2.8% to $275 pre-mkt. Equities fell globally as 10-yrTY broke 4%, $AAPL retreated from plans to expand iPhone 14 production, Putin’s moves to annex occupied parts of Ukraine, and yesterday’s TWTR hearing all contributing to reversal in momentum.",NEGATIVE,0.999058187007904
"Yep, another red day ahead. At least Yellen and Deese are on the way out at Mid-terms it appears. About 2 years too late however. Now, if the WH would put some pressure on Powell to not F!ck things up so badly, we'd be able to start a recovery out of this mess. $TSLA",NEGATIVE,0.998454213142395
"Tesla AI Day 2 - Sep 30
Q3’22 sales - Oct 2
FSD 10.69.3 - Oct 14 
Q3’22 Earnings - Oct 19

$TSLA Team rocks",POSITIVE,0.8323764204978943
"- How GM F’d It ALL UP &amp; Will Go Bankrupt (Blame Tesla)

NEW
 
$TSLA",NEGATIVE,0.9997523427009583
"I don't know when yet.
But one day we'll see a 30-40% daily drop in $TSLA",NEGATIVE,0.9811426997184753
"Market Recap:

Italy's elections a result of energy inflation + Nord Stream explodes + The British Pound crashes + Oversold? Extreme bearishness? Or the Epic Finale crash? + Charts $SPY $QQQ $IWM $DXY $GDX $TLT $VIX $AAPL $TSLA $BTC",NEGATIVE,0.9981517195701599
"Tesla Full Self-Driving Beta 10.69.2.2 fails to detect HumanPilot crash as road obstacle and reroute, requiring human takeover $TSLA",NEGATIVE,0.9997268319129944
"Tesla is the  choice of car rental companies bc of safety, maintenance, software, and performance. $TSLA",POSITIVE,0.8616036772727966
"Hertz CEO on  rental demand:

“Demand has been very, very solid. We’re seeing demand not just among leisure travelers but also corporate travelers; Corporations want their employees in EVs to satisfy their carbon footprint objectives”

EV maintenance is costing 40-50% less.",POSITIVE,0.9809902906417847
